ID,Accession,Run title,BioProject accession,Experiment accession,Run data file type,Read filename 1,Read file1 MD5,DownLoad Read file1,Read filename 2,Read file2 MD5,DownLoad Read file2,Index filename 1,Index file1 MD5,DownLoad Index file1,Index filename 2,Index file2 MD5,DownLoad Index file2,Reference file name,MD5 for reference file,Assembly Name or Accession,Assembly Accession URL,other_db,accession_in_other_db,other_db_url
2205,CRR878235,WATDE1019-1,PRJCA019636,CRX791925,fastq,CRR878235_f1.fastq.gz (22484734410 bytes),482b03dac08e7547bb5d06c6b8bbfc14,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878235/CRR878235_f1.fastq.gz,CRR878235_r2.fastq.gz (23852988081 bytes),81df922a073a10947646b6ac19620e5b,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878235/CRR878235_r2.fastq.gz,,,,,,,,,,,,,
2206,CRR878236,WATDE1019-2,PRJCA019636,CRX791925,fastq,CRR878236_f1.fastq.gz (28487180479 bytes),ab48133c9a23839a024bdc46fdf04508,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878236/CRR878236_f1.fastq.gz,CRR878236_r2.fastq.gz (29943744200 bytes),7bfdcae8d1856ea88ca0c9698a6f3ec8,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878236/CRR878236_r2.fastq.gz,,,,,,,,,,,,,
2207,CRR876645,WATDE0247-1,PRJCA019636,CRX791926,fastq,CRR876645_f1.fastq.gz (28386819474 bytes),42fe7d31d32daffc4b02a40101477d30,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876645/CRR876645_f1.fastq.gz,CRR876645_r2.fastq.gz (29818544687 bytes),60c7442bd93bae05c151897660d1ddc0,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876645/CRR876645_r2.fastq.gz,,,,,,,,,,,,,
2208,CRR876646,WATDE0247-2,PRJCA019636,CRX791926,fastq,CRR876646_f1.fastq.gz (27647533457 bytes),93d4aa698789cc96da65d40e8c172398,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876646/CRR876646_f1.fastq.gz,CRR876646_r2.fastq.gz (29052799973 bytes),2b601c5d766e053c528d35cb9df69d48,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876646/CRR876646_r2.fastq.gz,,,,,,,,,,,,,
2209,CRR876748,WATDE0280-1,PRJCA019636,CRX791927,fastq,CRR876748_f1.fastq.gz (23884279563 bytes),1d39cec4875ab96e34c45579055836d7,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876748/CRR876748_f1.fastq.gz,CRR876748_r2.fastq.gz (24986269305 bytes),f89ed9bf7b2527a6872288ef085986f7,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876748/CRR876748_r2.fastq.gz,,,,,,,,,,,,,
2210,CRR876749,WATDE0280-2,PRJCA019636,CRX791927,fastq,CRR876749_f1.fastq.gz (24240348158 bytes),bc356da880bedf23ddd2265663e056c5,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876749/CRR876749_f1.fastq.gz,CRR876749_r2.fastq.gz (25386042144 bytes),5816fe98aa9e2291c8a58ba89737a817,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876749/CRR876749_r2.fastq.gz,,,,,,,,,,,,,
2211,CRR877607,WATDE0686-1,PRJCA019636,CRX791928,fastq,CRR877607_f1.fastq.gz (27529528701 bytes),f446f7250fca1eb882e3357b5f05e484,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877607/CRR877607_f1.fastq.gz,CRR877607_r2.fastq.gz (28892342385 bytes),4ce54298693c1d4788d60e7f2e012a82,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877607/CRR877607_r2.fastq.gz,,,,,,,,,,,,,
2212,CRR877608,WATDE0686-2,PRJCA019636,CRX791928,fastq,CRR877608_f1.fastq.gz (26471736065 bytes),611aa763549d9e6901a0ba094ccb75a4,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877608/CRR877608_f1.fastq.gz,CRR877608_r2.fastq.gz (27937241580 bytes),f4711c617886f4ecbdbee4f3643d4083,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877608/CRR877608_r2.fastq.gz,,,,,,,,,,,,,
2213,CRR877779,WATDE0774-1,PRJCA019636,CRX791929,fastq,CRR877779_f1.fastq.gz (25668448795 bytes),8d257159175b7afb6498b83f7912f27d,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877779/CRR877779_f1.fastq.gz,CRR877779_r2.fastq.gz (26332273483 bytes),4c74fa4c91dedbe69c44dd7bd8b3a246,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877779/CRR877779_r2.fastq.gz,,,,,,,,,,,,,
2214,CRR877780,WATDE0774-2,PRJCA019636,CRX791929,fastq,CRR877780_f1.fastq.gz (11083694896 bytes),9b7c1b5c557ff8c1083222b5ee8b926e,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877780/CRR877780_f1.fastq.gz,CRR877780_r2.fastq.gz (11742816086 bytes),b320763a1c298048bc269fcb93ef5c89,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877780/CRR877780_r2.fastq.gz,,,,,,,,,,,,,
2215,CRR877781,WATDE0774-3,PRJCA019636,CRX791929,fastq,CRR877781_f1.fastq.gz (14017486316 bytes),b1e7073029661e506284f9226c4ed779,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877781/CRR877781_f1.fastq.gz,CRR877781_r2.fastq.gz (14429932828 bytes),63d6394ce4c826fec60e23a05b62f62c,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877781/CRR877781_r2.fastq.gz,,,,,,,,,,,,,
2216,CRR876496,WATDE0169-1,PRJCA019636,CRX791930,fastq,CRR876496_f1.fastq.gz (28331154086 bytes),a14a939a4678bc0687f51875598cc99c,ftp://download.big.ac.cn/gsa/CRA012590/CRR876496/CRR876496_f1.fastq.gz,CRR876496_r2.fastq.gz (29190143183 bytes),6458f60b541cb1ea1469f63e29a66d6a,ftp://download.big.ac.cn/gsa/CRA012590/CRR876496/CRR876496_r2.fastq.gz,,,,,,,,,,,,,
2217,CRR876497,WATDE0169-2,PRJCA019636,CRX791930,fastq,CRR876497_f1.fastq.gz (28873834326 bytes),30a64229686f5e54a56ca7ffd2ef76ad,ftp://download.big.ac.cn/gsa/CRA012590/CRR876497/CRR876497_f1.fastq.gz,CRR876497_r2.fastq.gz (29795138602 bytes),83259516e59dacb328819ccde5f275f2,ftp://download.big.ac.cn/gsa/CRA012590/CRR876497/CRR876497_r2.fastq.gz,,,,,,,,,,,,,
2218,CRR876130,WATDE0009-1,PRJCA019636,CRX791931,fastq,CRR876130_f1.fastq.gz (635672305 bytes),a7955af473c3c7fbf475a9cd28a00595,ftp://download.big.ac.cn/gsa/CRA012590/CRR876130/CRR876130_f1.fastq.gz,CRR876130_r2.fastq.gz (694465948 bytes),1af627a959dd6bd13ebd000d30a9cf96,ftp://download.big.ac.cn/gsa/CRA012590/CRR876130/CRR876130_r2.fastq.gz,,,,,,,,,,,,,
2219,CRR876131,WATDE0009-2,PRJCA019636,CRX791931,fastq,CRR876131_f1.fastq.gz (22147506297 bytes),d91f5533318df5c03b4e6dd9c02c0220,ftp://download.big.ac.cn/gsa/CRA012590/CRR876131/CRR876131_f1.fastq.gz,CRR876131_r2.fastq.gz (23943803901 bytes),1ee1502b2bc32f83e83abe358f9a1108,ftp://download.big.ac.cn/gsa/CRA012590/CRR876131/CRR876131_r2.fastq.gz,,,,,,,,,,,,,
2220,CRR876132,WATDE0009-3,PRJCA019636,CRX791931,fastq,CRR876132_f1.fastq.gz (25164842905 bytes),08d06bf8778d047d833efbc80da3d48d,ftp://download.big.ac.cn/gsa/CRA012590/CRR876132/CRR876132_f1.fastq.gz,CRR876132_r2.fastq.gz (25853213298 bytes),d7a110c5b8c9ab7c3ee48f35138b4223,ftp://download.big.ac.cn/gsa/CRA012590/CRR876132/CRR876132_r2.fastq.gz,,,,,,,,,,,,,
2221,CRR876158,WATDE0021-1,PRJCA019636,CRX791932,fastq,CRR876158_f1.fastq.gz (28682926450 bytes),525e777c5d14d23a91aaff9fc60e76c3,ftp://download.big.ac.cn/gsa/CRA012590/CRR876158/CRR876158_f1.fastq.gz,CRR876158_r2.fastq.gz (30133184098 bytes),3a9bb5112b3deab4b9357f79f428b4a3,ftp://download.big.ac.cn/gsa/CRA012590/CRR876158/CRR876158_r2.fastq.gz,,,,,,,,,,,,,
2222,CRR876159,WATDE0021-2,PRJCA019636,CRX791932,fastq,CRR876159_f1.fastq.gz (26181068179 bytes),7b959216659f15f93babf57cbdf70103,ftp://download.big.ac.cn/gsa/CRA012590/CRR876159/CRR876159_f1.fastq.gz,CRR876159_r2.fastq.gz (27790194589 bytes),0183cb97b10397ca97d5eac1abaeda76,ftp://download.big.ac.cn/gsa/CRA012590/CRR876159/CRR876159_r2.fastq.gz,,,,,,,,,,,,,
2223,CRR876276,WATDE0069-1,PRJCA019636,CRX791933,fastq,CRR876276_f1.fastq.gz (25288952273 bytes),f0660047f3e88af083e43cd87274963d,ftp://download.big.ac.cn/gsa/CRA012590/CRR876276/CRR876276_f1.fastq.gz,CRR876276_r2.fastq.gz (26616198050 bytes),c47fe7478c87aa67a124f1d20cdb1cff,ftp://download.big.ac.cn/gsa/CRA012590/CRR876276/CRR876276_r2.fastq.gz,,,,,,,,,,,,,
2224,CRR876277,WATDE0069-2,PRJCA019636,CRX791933,fastq,CRR876277_f1.fastq.gz (25078161040 bytes),cb0a6bf29c168148d30b5def3973d6a7,ftp://download.big.ac.cn/gsa/CRA012590/CRR876277/CRR876277_f1.fastq.gz,CRR876277_r2.fastq.gz (26416856912 bytes),9f61e104defdfc079bbc106599ae3050,ftp://download.big.ac.cn/gsa/CRA012590/CRR876277/CRR876277_r2.fastq.gz,,,,,,,,,,,,,
2225,CRR876278,WATDE0070-1,PRJCA019636,CRX791934,fastq,CRR876278_f1.fastq.gz (23664064572 bytes),4d59ebdf4abf5427d4f69bd7da155c7c,ftp://download.big.ac.cn/gsa/CRA012590/CRR876278/CRR876278_f1.fastq.gz,CRR876278_r2.fastq.gz (24303454068 bytes),d72ab3cefc364130f806bdd36e222f79,ftp://download.big.ac.cn/gsa/CRA012590/CRR876278/CRR876278_r2.fastq.gz,,,,,,,,,,,,,
2226,CRR876279,WATDE0070-2,PRJCA019636,CRX791934,fastq,CRR876279_f1.fastq.gz (28416084330 bytes),9d80350eb83a51313dd8e3d161d1a5ca,ftp://download.big.ac.cn/gsa/CRA012590/CRR876279/CRR876279_f1.fastq.gz,CRR876279_r2.fastq.gz (29977876098 bytes),d6ea25fd8be613f1b390af9f0f38b116,ftp://download.big.ac.cn/gsa/CRA012590/CRR876279/CRR876279_r2.fastq.gz,,,,,,,,,,,,,
2227,CRR876443,WATDE0140-1,PRJCA019636,CRX791935,fastq,CRR876443_f1.fastq.gz (24967423374 bytes),5bdd57f8147ba4430bf1de7a6377326b,ftp://download.big.ac.cn/gsa/CRA012590/CRR876443/CRR876443_f1.fastq.gz,CRR876443_r2.fastq.gz (25753425313 bytes),de9e29f333d3dcde119ab8816f6b05ad,ftp://download.big.ac.cn/gsa/CRA012590/CRR876443/CRR876443_r2.fastq.gz,,,,,,,,,,,,,
2228,CRR876444,WATDE0140-2,PRJCA019636,CRX791935,fastq,CRR876444_f1.fastq.gz (26922788926 bytes),374830620a22a5a3414e3e3d43966bbc,ftp://download.big.ac.cn/gsa/CRA012590/CRR876444/CRR876444_f1.fastq.gz,CRR876444_r2.fastq.gz (27685748731 bytes),27a81d63c58e83e4788a126a227ce746,ftp://download.big.ac.cn/gsa/CRA012590/CRR876444/CRR876444_r2.fastq.gz,,,,,,,,,,,,,
2229,CRR876445,WATDE0141-1,PRJCA019636,CRX791936,fastq,CRR876445_f1.fastq.gz (26226123644 bytes),f8eecb4570a541e54fd21fdbf9c480c5,ftp://download.big.ac.cn/gsa/CRA012590/CRR876445/CRR876445_f1.fastq.gz,CRR876445_r2.fastq.gz (27086869013 bytes),12300554677b91f4d110b8ea68504519,ftp://download.big.ac.cn/gsa/CRA012590/CRR876445/CRR876445_r2.fastq.gz,,,,,,,,,,,,,
2230,CRR876446,WATDE0141-2,PRJCA019636,CRX791936,fastq,CRR876446_f1.fastq.gz (25203390731 bytes),45831d489112fe2caf5a69c52c30fe1a,ftp://download.big.ac.cn/gsa/CRA012590/CRR876446/CRR876446_f1.fastq.gz,CRR876446_r2.fastq.gz (25963236159 bytes),7229db5ea0f37f4f87ee92162203c233,ftp://download.big.ac.cn/gsa/CRA012590/CRR876446/CRR876446_r2.fastq.gz,,,,,,,,,,,,,
2231,CRR876587,WATDE0216-1,PRJCA019636,CRX791937,fastq,CRR876587_f1.fastq.gz (21072260775 bytes),3f6dcae2df5af74e48414c0e40a484bc,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876587/CRR876587_f1.fastq.gz,CRR876587_r2.fastq.gz (21902543610 bytes),8cd30830fd445f759be9bd2f5253dba5,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876587/CRR876587_r2.fastq.gz,,,,,,,,,,,,,
2232,CRR876588,WATDE0216-2,PRJCA019636,CRX791937,fastq,CRR876588_f1.fastq.gz (22929708348 bytes),4e4744b07019e93098cbd4f3dcc8111d,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876588/CRR876588_f1.fastq.gz,CRR876588_r2.fastq.gz (23963101550 bytes),028c8e7207eeb0f152b9819ee4e1553d,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876588/CRR876588_r2.fastq.gz,,,,,,,,,,,,,
2233,CRR876589,WATDE0216-3,PRJCA019636,CRX791937,fastq,CRR876589_f1.fastq.gz (4367591226 bytes),047165d65819591cfd17e3766f238918,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876589/CRR876589_f1.fastq.gz,CRR876589_r2.fastq.gz (4641257782 bytes),f0e43e0651733768cba83024f90b439b,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876589/CRR876589_r2.fastq.gz,,,,,,,,,,,,,
2234,CRR876757,WATDE0285-1,PRJCA019636,CRX791938,fastq,CRR876757_f1.fastq.gz (27699305195 bytes),52cfb26e71b6d108f0ffdeefe3fd7716,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876757/CRR876757_f1.fastq.gz,CRR876757_r2.fastq.gz (28473441995 bytes),bc65da29efd884b941cdd112525979ee,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876757/CRR876757_r2.fastq.gz,,,,,,,,,,,,,
2235,CRR876758,WATDE0285-2,PRJCA019636,CRX791938,fastq,CRR876758_f1.fastq.gz (33360759834 bytes),2d5d4533e611da688397b68f47c47878,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876758/CRR876758_f1.fastq.gz,CRR876758_r2.fastq.gz (34425757967 bytes),fc7429cc6782c5e96daec0fd81ffed53,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876758/CRR876758_r2.fastq.gz,,,,,,,,,,,,,
2236,CRR876889,WATDE0329-1,PRJCA019636,CRX791939,fastq,CRR876889_f1.fastq.gz (22390370002 bytes),179cc302c9dde26d04750d42b9ef7fe1,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876889/CRR876889_f1.fastq.gz,CRR876889_r2.fastq.gz (23356502635 bytes),ad1cca2ca6b5cbb95b1a7f5f1e03e66e,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876889/CRR876889_r2.fastq.gz,,,,,,,,,,,,,
2237,CRR876890,WATDE0329-2,PRJCA019636,CRX791939,fastq,CRR876890_f1.fastq.gz (23828237376 bytes),a5d1b0d2982dabcf4c585f8b1501c0e3,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876890/CRR876890_f1.fastq.gz,CRR876890_r2.fastq.gz (24881903636 bytes),00809b70bcad85cca67db504a5ddae6b,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876890/CRR876890_r2.fastq.gz,,,,,,,,,,,,,
2238,CRR876891,WATDE0329-3,PRJCA019636,CRX791939,fastq,CRR876891_f1.fastq.gz (3841836933 bytes),41c43098aec1ab12cca44c1f47b23d25,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876891/CRR876891_f1.fastq.gz,CRR876891_r2.fastq.gz (4073271882 bytes),0ea8238d6d196c5860d2c38bcdb7b0b1,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876891/CRR876891_r2.fastq.gz,,,,,,,,,,,,,
2239,CRR876941,WATDE0353-1,PRJCA019636,CRX791940,fastq,CRR876941_f1.fastq.gz (8203023449 bytes),334bb61afdc3d3885a11cf4d0dbd7b77,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876941/CRR876941_f1.fastq.gz,CRR876941_r2.fastq.gz (8648879846 bytes),99c3495f25cc36241bb321c741400f22,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876941/CRR876941_r2.fastq.gz,,,,,,,,,,,,,
2240,CRR876942,WATDE0353-2,PRJCA019636,CRX791940,fastq,CRR876942_f1.fastq.gz (20406675735 bytes),6b2931e69175c61c5f464be092b2c74f,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876942/CRR876942_f1.fastq.gz,CRR876942_r2.fastq.gz (20867191225 bytes),189937b0ab1094a9d1b004ef9ae30d8f,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876942/CRR876942_r2.fastq.gz,,,,,,,,,,,,,
2241,CRR876943,WATDE0353-3,PRJCA019636,CRX791940,fastq,CRR876943_f1.fastq.gz (21140983204 bytes),103bc116a250a11bdd8e132399ace8e1,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876943/CRR876943_f1.fastq.gz,CRR876943_r2.fastq.gz (21850191502 bytes),8fadb1dd0ef56e56e3f112c300bedbb6,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876943/CRR876943_r2.fastq.gz,,,,,,,,,,,,,
2242,CRR876944,WATDE0354-1,PRJCA019636,CRX791941,fastq,CRR876944_f1.fastq.gz (16913433572 bytes),57c8d70dc657d5c64dbec20105af965b,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876944/CRR876944_f1.fastq.gz,CRR876944_r2.fastq.gz (17527025490 bytes),332623980cc817e11038068022c0a1db,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876944/CRR876944_r2.fastq.gz,,,,,,,,,,,,,
2243,CRR876945,WATDE0354-2,PRJCA019636,CRX791941,fastq,CRR876945_f1.fastq.gz (1384647784 bytes),6364c18c5d4b4d62c8b9a90ad1840eb3,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876945/CRR876945_f1.fastq.gz,CRR876945_r2.fastq.gz (1508930192 bytes),1e46a2d031af31f609f429f94987c86b,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876945/CRR876945_r2.fastq.gz,,,,,,,,,,,,,
2244,CRR876946,WATDE0354-3,PRJCA019636,CRX791941,fastq,CRR876946_f1.fastq.gz (19560574211 bytes),16a1f3803c1a0e1f33f7b0690252526d,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876946/CRR876946_f1.fastq.gz,CRR876946_r2.fastq.gz (20570445619 bytes),baec8f7be41b22066286098c4e1941c8,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876946/CRR876946_r2.fastq.gz,,,,,,,,,,,,,
2245,CRR876947,WATDE0354-4,PRJCA019636,CRX791941,fastq,CRR876947_f1.fastq.gz (10923706289 bytes),bfd6c7b27a7c411c21bd2869ce050099,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876947/CRR876947_f1.fastq.gz,CRR876947_r2.fastq.gz (11682684468 bytes),549eaf45878148f3f22d28f93b061cfb,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR876947/CRR876947_r2.fastq.gz,,,,,,,,,,,,,
2246,CRR877086,WATDE0425-1,PRJCA019636,CRX791942,fastq,CRR877086_f1.fastq.gz (26736116421 bytes),8baa3ba40834d65322a90f5f1d8f1ea9,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877086/CRR877086_f1.fastq.gz,CRR877086_r2.fastq.gz (28130790060 bytes),8b691e3b7a1cf050536da731cb6c8b90,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877086/CRR877086_r2.fastq.gz,,,,,,,,,,,,,
2247,CRR877087,WATDE0425-2,PRJCA019636,CRX791942,fastq,CRR877087_f1.fastq.gz (16300143073 bytes),e2a8d8c0abe0746a866a815c46e0bdcb,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877087/CRR877087_f1.fastq.gz,CRR877087_r2.fastq.gz (16970017918 bytes),48b07bd310810daada5b07035765c8bb,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877087/CRR877087_r2.fastq.gz,,,,,,,,,,,,,
2248,CRR877088,WATDE0425-3,PRJCA019636,CRX791942,fastq,CRR877088_f1.fastq.gz (9959088014 bytes),4b8fb06f428dd59e20c93ea4196cd074,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877088/CRR877088_f1.fastq.gz,CRR877088_r2.fastq.gz (10243378785 bytes),719703df5f79972ecc482f47d745fbd9,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877088/CRR877088_r2.fastq.gz,,,,,,,,,,,,,
2249,CRR877089,WATDE0426-1,PRJCA019636,CRX791943,fastq,CRR877089_f1.fastq.gz (1503024706 bytes),397fd3573a0eff2012e312d408186d4a,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877089/CRR877089_f1.fastq.gz,CRR877089_r2.fastq.gz (1587210726 bytes),42208f7f98c459ca478823b7122e8590,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877089/CRR877089_r2.fastq.gz,,,,,,,,,,,,,
2250,CRR877090,WATDE0426-2,PRJCA019636,CRX791943,fastq,CRR877090_f1.fastq.gz (23066013861 bytes),bf55dd7305f3a744d610c81c9e9139fe,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877090/CRR877090_f1.fastq.gz,CRR877090_r2.fastq.gz (23931912230 bytes),8b1b6002fa043654b5de3d4d0f71fdc6,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877090/CRR877090_r2.fastq.gz,,,,,,,,,,,,,
2251,CRR877091,WATDE0426-3,PRJCA019636,CRX791943,fastq,CRR877091_f1.fastq.gz (24588731024 bytes),82fdf98f58dce6cc6523e7e89d9bf74f,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877091/CRR877091_f1.fastq.gz,CRR877091_r2.fastq.gz (25431617217 bytes),4f2aa4716f637009da69c0d62cfe6184,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877091/CRR877091_r2.fastq.gz,,,,,,,,,,,,,
2252,CRR877092,WATDE0427-1,PRJCA019636,CRX791944,fastq,CRR877092_f1.fastq.gz (1271150968 bytes),fa5a18d7dce96ac1f2782e9fe95b5f9e,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877092/CRR877092_f1.fastq.gz,CRR877092_r2.fastq.gz (1350696340 bytes),9fae7fda9b5dfb5165807657510e4821,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877092/CRR877092_r2.fastq.gz,,,,,,,,,,,,,
2253,CRR877093,WATDE0427-2,PRJCA019636,CRX791944,fastq,CRR877093_f1.fastq.gz (23747869777 bytes),3c168ee09abcae020d6a7dcbe1a661a5,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877093/CRR877093_f1.fastq.gz,CRR877093_r2.fastq.gz (24822419608 bytes),f47f4a526c98770e9045447e2a1d6257,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877093/CRR877093_r2.fastq.gz,,,,,,,,,,,,,
2254,CRR877094,WATDE0427-3,PRJCA019636,CRX791944,fastq,CRR877094_f1.fastq.gz (24026402928 bytes),e9b183e604a352a359f5520d52fb4e4b,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877094/CRR877094_f1.fastq.gz,CRR877094_r2.fastq.gz (25219451313 bytes),e5fe2b3a203268eb50789d797989c473,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877094/CRR877094_r2.fastq.gz,,,,,,,,,,,,,
2255,CRR877095,WATDE0428-1,PRJCA019636,CRX791945,fastq,CRR877095_f1.fastq.gz (22508061760 bytes),5d1f26514aca5553ad1ad902a96ae985,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877095/CRR877095_f1.fastq.gz,CRR877095_r2.fastq.gz (23421155675 bytes),32d8339f4359ea527444bb2b5a1488ed,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877095/CRR877095_r2.fastq.gz,,,,,,,,,,,,,
2256,CRR877096,WATDE0428-2,PRJCA019636,CRX791945,fastq,CRR877096_f1.fastq.gz (2230686551 bytes),d789ecd84a60056c023c3d795b2be943,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877096/CRR877096_f1.fastq.gz,CRR877096_r2.fastq.gz (2362478802 bytes),bce846d395a13260e6d3985524f53f35,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877096/CRR877096_r2.fastq.gz,,,,,,,,,,,,,
2257,CRR877097,WATDE0428-3,PRJCA019636,CRX791945,fastq,CRR877097_f1.fastq.gz (24411334486 bytes),e0a21823eab9da46c8a185ae29eb08d1,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877097/CRR877097_f1.fastq.gz,CRR877097_r2.fastq.gz (25478312274 bytes),208851e633ed5bfabf41a96872ead78d,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877097/CRR877097_r2.fastq.gz,,,,,,,,,,,,,
2258,CRR877098,WATDE0429-1,PRJCA019636,CRX791946,fastq,CRR877098_f1.fastq.gz (24518612091 bytes),43e98b1fda5ea730eb16136fd607b3da,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877098/CRR877098_f1.fastq.gz,CRR877098_r2.fastq.gz (25567278362 bytes),d51dca000e2a5aa033133161b4b00d03,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877098/CRR877098_r2.fastq.gz,,,,,,,,,,,,,
2259,CRR877099,WATDE0429-2,PRJCA019636,CRX791946,fastq,CRR877099_f1.fastq.gz (2245546374 bytes),a25ea74c827f82a89f1581f26ee220ec,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877099/CRR877099_f1.fastq.gz,CRR877099_r2.fastq.gz (2383063813 bytes),ab67bc6584c98e698e9c27486c52ec66,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877099/CRR877099_r2.fastq.gz,,,,,,,,,,,,,
2260,CRR877100,WATDE0429-3,PRJCA019636,CRX791946,fastq,CRR877100_f1.fastq.gz (21709437221 bytes),ef04252ae3d28546a73203da6e6ec22e,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877100/CRR877100_f1.fastq.gz,CRR877100_r2.fastq.gz (22587749674 bytes),69d8836bc0bc5cf331b8af80c4ddf02c,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877100/CRR877100_r2.fastq.gz,,,,,,,,,,,,,
2261,CRR877101,WATDE0430-1,PRJCA019636,CRX791947,fastq,CRR877101_f1.fastq.gz (3556114491 bytes),8a8d439a1d5c1eccd1af4e1781d3ee7f,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877101/CRR877101_f1.fastq.gz,CRR877101_r2.fastq.gz (3836432442 bytes),73430c5faff617229bc3284e03b42983,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877101/CRR877101_r2.fastq.gz,,,,,,,,,,,,,
2262,CRR877102,WATDE0430-2,PRJCA019636,CRX791947,fastq,CRR877102_f1.fastq.gz (23123166405 bytes),3699153f33d36d6842b80b30d5ae2667,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877102/CRR877102_f1.fastq.gz,CRR877102_r2.fastq.gz (24293428680 bytes),b19e482f030c0f9f54784eadb016cb1c,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877102/CRR877102_r2.fastq.gz,,,,,,,,,,,,,
