ID,Accession,Run title,BioProject accession,Experiment accession,Run data file type,Read filename 1,Read file1 MD5,DownLoad Read file1,Read filename 2,Read file2 MD5,DownLoad Read file2,Index filename 1,Index file1 MD5,DownLoad Index file1,Index filename 2,Index file2 MD5,DownLoad Index file2,Reference file name,MD5 for reference file,Assembly Name or Accession,Assembly Accession URL,other_db,accession_in_other_db,other_db_url
366,CRR877324,WATDE0549-2,PRJCA019636,CRX791244,fastq,CRR877324_f1.fastq.gz (22654803128 bytes),1043c36c5d0b2b9db972131ac6376447,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877324/CRR877324_f1.fastq.gz,CRR877324_r2.fastq.gz (22985434725 bytes),7c97a397024b84da8e240aa5fdb1fd10,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877324/CRR877324_r2.fastq.gz,,,,,,,,,,,,,
367,CRR877325,WATDE0549-3,PRJCA019636,CRX791244,fastq,CRR877325_f1.fastq.gz (21118053229 bytes),a87e591a828f13a3745d5cf6a1c716bb,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877325/CRR877325_f1.fastq.gz,CRR877325_r2.fastq.gz (21468098256 bytes),94943918b0366e6dfba5be21c3394a55,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877325/CRR877325_r2.fastq.gz,,,,,,,,,,,,,
368,CRR877326,WATDE0550-1,PRJCA019636,CRX791245,fastq,CRR877326_f1.fastq.gz (37832143131 bytes),0a7ef844d14eaad3cf22fdc22c3cc86d,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877326/CRR877326_f1.fastq.gz,CRR877326_r2.fastq.gz (39226894525 bytes),fe4302fb362a8ed329ef5d1bfbe10e95,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877326/CRR877326_r2.fastq.gz,,,,,,,,,,,,,
369,CRR877327,WATDE0550-2,PRJCA019636,CRX791245,fastq,CRR877327_f1.fastq.gz (21442974550 bytes),d06d9272c44caaf078ee3157ad5b7683,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877327/CRR877327_f1.fastq.gz,CRR877327_r2.fastq.gz (22441215510 bytes),20600641ea49483eececd859792789ca,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877327/CRR877327_r2.fastq.gz,,,,,,,,,,,,,
370,CRR877328,WATDE0550-3,PRJCA019636,CRX791245,fastq,CRR877328_f1.fastq.gz (12373612102 bytes),3049d1a465ad5c0eabde03073bfce9ba,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877328/CRR877328_f1.fastq.gz,CRR877328_r2.fastq.gz (12898857517 bytes),a997d1eb51ef84c658c598805339bba9,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877328/CRR877328_r2.fastq.gz,,,,,,,,,,,,,
371,CRR877329,WATDE0552-1,PRJCA019636,CRX791246,fastq,CRR877329_f1.fastq.gz (29777527470 bytes),1b81b6ca472e6d088509a3ea7ac54701,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877329/CRR877329_f1.fastq.gz,CRR877329_r2.fastq.gz (31301751595 bytes),e7b7e0e59901cf5ee54b4fef19a40e49,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877329/CRR877329_r2.fastq.gz,,,,,,,,,,,,,
372,CRR877330,WATDE0552-2,PRJCA019636,CRX791246,fastq,CRR877330_f1.fastq.gz (25528689050 bytes),a027052484929e6851ab6a4df03e156f,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877330/CRR877330_f1.fastq.gz,CRR877330_r2.fastq.gz (26732831923 bytes),1eb5fd2d8494ab603fb54207bc912a6f,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877330/CRR877330_r2.fastq.gz,,,,,,,,,,,,,
373,CRR877331,WATDE0553-1,PRJCA019636,CRX791247,fastq,CRR877331_f1.fastq.gz (22349496502 bytes),ceeb8b570545d3223ea55ff34272564b,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877331/CRR877331_f1.fastq.gz,CRR877331_r2.fastq.gz (23073229071 bytes),6f0fa701b257146662cea1aa9963ab23,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877331/CRR877331_r2.fastq.gz,,,,,,,,,,,,,
374,CRR877332,WATDE0553-2,PRJCA019636,CRX791247,fastq,CRR877332_f1.fastq.gz (25085259244 bytes),58e2cd5bfcbffb3b83a5afe15c0b8dac,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877332/CRR877332_f1.fastq.gz,CRR877332_r2.fastq.gz (25837114549 bytes),d62713eb1ac154ba887dd5f145fe9283,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877332/CRR877332_r2.fastq.gz,,,,,,,,,,,,,
375,CRR877333,WATDE0555-1,PRJCA019636,CRX791248,fastq,CRR877333_f1.fastq.gz (38395867349 bytes),81dc76d014806c756b4e4fd82037bc73,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877333/CRR877333_f1.fastq.gz,CRR877333_r2.fastq.gz (39705092229 bytes),e90d1a0742d9664a488ffd0f22c11a10,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877333/CRR877333_r2.fastq.gz,,,,,,,,,,,,,
376,CRR877334,WATDE0555-2,PRJCA019636,CRX791248,fastq,CRR877334_f1.fastq.gz (24089456087 bytes),0b81119d1323a0eb21f3a87c05008cd2,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877334/CRR877334_f1.fastq.gz,CRR877334_r2.fastq.gz (24761575552 bytes),fdb55286d53e344600e5db341c06c3d2,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877334/CRR877334_r2.fastq.gz,,,,,,,,,,,,,
377,CRR877384,WATDE0581-1,PRJCA019636,CRX791249,fastq,CRR877384_f1.fastq.gz (21559585897 bytes),7e332b7f03257a1eee326bb780d73420,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877384/CRR877384_f1.fastq.gz,CRR877384_r2.fastq.gz (22289353908 bytes),5af256eb38c130a32c33929bb1c2c529,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877384/CRR877384_r2.fastq.gz,,,,,,,,,,,,,
378,CRR877385,WATDE0581-2,PRJCA019636,CRX791249,fastq,CRR877385_f1.fastq.gz (4823104273 bytes),a0e505e7f40a9f63e59e8d107d592266,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877385/CRR877385_f1.fastq.gz,CRR877385_r2.fastq.gz (5105261516 bytes),a3d68faf811661b4a14951fb9c5c9a62,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877385/CRR877385_r2.fastq.gz,,,,,,,,,,,,,
379,CRR877386,WATDE0581-3,PRJCA019636,CRX791249,fastq,CRR877386_f1.fastq.gz (21787856199 bytes),872ca38d19ce5f11da8a5e40a6263761,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877386/CRR877386_f1.fastq.gz,CRR877386_r2.fastq.gz (22475933268 bytes),4db4c342b312b55769d96b9939c05240,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877386/CRR877386_r2.fastq.gz,,,,,,,,,,,,,
380,CRR877387,WATDE0582-1,PRJCA019636,CRX791250,fastq,CRR877387_f1.fastq.gz (28917483532 bytes),47a1b0fde9f33a36e2c76ce90ff9522b,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877387/CRR877387_f1.fastq.gz,CRR877387_r2.fastq.gz (29949054581 bytes),0cf0f69b8e27ef4172d2ed319973b9c4,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877387/CRR877387_r2.fastq.gz,,,,,,,,,,,,,
381,CRR877388,WATDE0582-2,PRJCA019636,CRX791250,fastq,CRR877388_f1.fastq.gz (34139340162 bytes),6c1c6cfacfa1f7b9aac49095c95fccd3,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877388/CRR877388_f1.fastq.gz,CRR877388_r2.fastq.gz (35450806380 bytes),303adc3941c4be2cb6b1de8e1c7caf9d,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877388/CRR877388_r2.fastq.gz,,,,,,,,,,,,,
382,CRR877786,WATDE0776-1,PRJCA019636,CRX791251,fastq,CRR877786_f1.fastq.gz (24858338231 bytes),b2b9ab7ca2c9d3d946283bea8e3464c6,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877786/CRR877786_f1.fastq.gz,CRR877786_r2.fastq.gz (25518346397 bytes),93cff197f40002f109a185f0e01ac714,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877786/CRR877786_r2.fastq.gz,,,,,,,,,,,,,
383,CRR877787,WATDE0776-2,PRJCA019636,CRX791251,fastq,CRR877787_f1.fastq.gz (25202567735 bytes),5fde1b375a9fe35bc7a2a8596a68020b,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877787/CRR877787_f1.fastq.gz,CRR877787_r2.fastq.gz (25800054969 bytes),bc64571ee9670b73b125d0b6b5f0afc7,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877787/CRR877787_r2.fastq.gz,,,,,,,,,,,,,
384,CRR877907,WATDE0837-1,PRJCA019636,CRX791252,fastq,CRR877907_f1.fastq.gz (27636638851 bytes),c0639ab3444b535ad99d7acb74a0294f,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877907/CRR877907_f1.fastq.gz,CRR877907_r2.fastq.gz (29092372092 bytes),656051bc2c5a15aaaeb9700ed895be24,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877907/CRR877907_r2.fastq.gz,,,,,,,,,,,,,
385,CRR877908,WATDE0837-2,PRJCA019636,CRX791252,fastq,CRR877908_f1.fastq.gz (25673734549 bytes),53d3088908ea7877ea6dbef3001c8d61,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877908/CRR877908_f1.fastq.gz,CRR877908_r2.fastq.gz (26992854613 bytes),41f2839321bce64427a3bf00689ba627,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877908/CRR877908_r2.fastq.gz,,,,,,,,,,,,,
386,CRR877911,WATDE0840-1,PRJCA019636,CRX791253,fastq,CRR877911_f1.fastq.gz (28518179166 bytes),8c29d84d677254d89e19429ae7004cb2,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877911/CRR877911_f1.fastq.gz,CRR877911_r2.fastq.gz (30031601079 bytes),c867a3fc9d8bfd4d278a727d7eda258d,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877911/CRR877911_r2.fastq.gz,,,,,,,,,,,,,
387,CRR877912,WATDE0840-2,PRJCA019636,CRX791253,fastq,CRR877912_f1.fastq.gz (30724945892 bytes),7c6a47b1878302b2e28ec1a77f99f60a,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877912/CRR877912_f1.fastq.gz,CRR877912_r2.fastq.gz (32163096455 bytes),fd5205d4302d9dedd5f62ef0b3dc62a6,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877912/CRR877912_r2.fastq.gz,,,,,,,,,,,,,
388,CRR878014,WATDE0898-1,PRJCA019636,CRX791254,fastq,CRR878014_f1.fastq.gz (30064234824 bytes),cf93baa59f81bddf6d1c769415191078,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878014/CRR878014_f1.fastq.gz,CRR878014_r2.fastq.gz (31035952308 bytes),4e11262ac637de474f1c66d62cc58136,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878014/CRR878014_r2.fastq.gz,,,,,,,,,,,,,
389,CRR878015,WATDE0898-2,PRJCA019636,CRX791254,fastq,CRR878015_f1.fastq.gz (24787076001 bytes),74812cbb9b65d2ee6b57fe4ab642d5a3,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878015/CRR878015_f1.fastq.gz,CRR878015_r2.fastq.gz (25610262342 bytes),59335acbe3f6717beaf0739961b48378,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878015/CRR878015_r2.fastq.gz,,,,,,,,,,,,,
390,CRR878108,WATDE0944-1,PRJCA019636,CRX791255,fastq,CRR878108_f1.fastq.gz (27225839431 bytes),a84ad6324ac15d160c46216f9eb0eedc,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878108/CRR878108_f1.fastq.gz,CRR878108_r2.fastq.gz (29015855130 bytes),e95d949568893527f43224570a0153c1,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878108/CRR878108_r2.fastq.gz,,,,,,,,,,,,,
391,CRR878109,WATDE0944-2,PRJCA019636,CRX791255,fastq,CRR878109_f1.fastq.gz (25808200347 bytes),a84e434bb433f47989bec211c392532b,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878109/CRR878109_f1.fastq.gz,CRR878109_r2.fastq.gz (27591371557 bytes),ef519b263d108716b4634bd2ada6bd5c,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878109/CRR878109_r2.fastq.gz,,,,,,,,,,,,,
392,CRR877662,WATDE0713-1,PRJCA019636,CRX791256,fastq,CRR877662_f1.fastq.gz (1686024938 bytes),a5537e545fd52f13d1392f0d92de605f,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877662/CRR877662_f1.fastq.gz,CRR877662_r2.fastq.gz (1813062792 bytes),1542018ce712f3512dd38b932e7d8b50,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877662/CRR877662_r2.fastq.gz,,,,,,,,,,,,,
393,CRR877663,WATDE0713-2,PRJCA019636,CRX791256,fastq,CRR877663_f1.fastq.gz (20088153923 bytes),7a2fe841c1650b0573deffffa1dc56ba,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877663/CRR877663_f1.fastq.gz,CRR877663_r2.fastq.gz (21213457590 bytes),8857f1fce3c265b73fefddc685ad9e6d,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877663/CRR877663_r2.fastq.gz,,,,,,,,,,,,,
394,CRR877664,WATDE0713-3,PRJCA019636,CRX791256,fastq,CRR877664_f1.fastq.gz (2135022770 bytes),af3972be81f319714a2132727030c7ec,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877664/CRR877664_f1.fastq.gz,CRR877664_r2.fastq.gz (2244094426 bytes),f484bc2a96ae5764de82837a6005ed03,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877664/CRR877664_r2.fastq.gz,,,,,,,,,,,,,
395,CRR877665,WATDE0713-4,PRJCA019636,CRX791256,fastq,CRR877665_f1.fastq.gz (1327104101 bytes),1f2f409bc9adcbdc475e8a96e97fa369,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877665/CRR877665_f1.fastq.gz,CRR877665_r2.fastq.gz (1431348106 bytes),3dc787417b49c91f28e90b4db1a55612,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877665/CRR877665_r2.fastq.gz,,,,,,,,,,,,,
396,CRR877666,WATDE0713-5,PRJCA019636,CRX791256,fastq,CRR877666_f1.fastq.gz (22837304753 bytes),0b320f7e055e6b8ff9b19d99356f6c39,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877666/CRR877666_f1.fastq.gz,CRR877666_r2.fastq.gz (24207718908 bytes),e1e0d0a00a2524e1f41329bd60c3bdb6,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877666/CRR877666_r2.fastq.gz,,,,,,,,,,,,,
397,CRR878179,WATDE0983-1,PRJCA019636,CRX791257,fastq,CRR878179_f1.fastq.gz (24833679051 bytes),db217f2ca95cc7f58355996f468ddd50,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878179/CRR878179_f1.fastq.gz,CRR878179_r2.fastq.gz (25838941124 bytes),71f2cbb5595f42b03e7b0031c9db4390,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878179/CRR878179_r2.fastq.gz,,,,,,,,,,,,,
398,CRR878180,WATDE0983-2,PRJCA019636,CRX791257,fastq,CRR878180_f1.fastq.gz (27936679185 bytes),55846a5787c3fd236efb12f6c5010de1,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878180/CRR878180_f1.fastq.gz,CRR878180_r2.fastq.gz (28135265561 bytes),bd8f7dd53ecf708b1a47f68319e71827,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878180/CRR878180_r2.fastq.gz,,,,,,,,,,,,,
399,CRR876366,WATDE0106-1,PRJCA019636,CRX791258,fastq,CRR876366_f1.fastq.gz (29837282599 bytes),0dc8dd27e94816c72533e6c72355680f,ftp://download.big.ac.cn/gsa/CRA012590/CRR876366/CRR876366_f1.fastq.gz,CRR876366_r2.fastq.gz (30910371467 bytes),e60345a41eb356e01121632fca31a31c,ftp://download.big.ac.cn/gsa/CRA012590/CRR876366/CRR876366_r2.fastq.gz,,,,,,,,,,,,,
400,CRR876367,WATDE0106-2,PRJCA019636,CRX791258,fastq,CRR876367_f1.fastq.gz (24848957721 bytes),f4bb9eca41ee6fe814ab0ac4f20b7820,ftp://download.big.ac.cn/gsa/CRA012590/CRR876367/CRR876367_f1.fastq.gz,CRR876367_r2.fastq.gz (25987063843 bytes),fcccee0443f1078bf91427c0c767ba7d,ftp://download.big.ac.cn/gsa/CRA012590/CRR876367/CRR876367_r2.fastq.gz,,,,,,,,,,,,,
401,CRR878190,WATDE0991-1,PRJCA019636,CRX791259,fastq,CRR878190_f1.fastq.gz (25884303324 bytes),a7c415183e767f033f1909386c3c6ebf,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878190/CRR878190_f1.fastq.gz,CRR878190_r2.fastq.gz (26959580973 bytes),e149bf58f2211baa49262584ef875a0e,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878190/CRR878190_r2.fastq.gz,,,,,,,,,,,,,
402,CRR878191,WATDE0991-2,PRJCA019636,CRX791259,fastq,CRR878191_f1.fastq.gz (26844564202 bytes),c95c9c33fff94aa7e87a65ee7ae106c2,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878191/CRR878191_f1.fastq.gz,CRR878191_r2.fastq.gz (28270437610 bytes),89529ee5ea016f65db0dcf619f6e686d,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878191/CRR878191_r2.fastq.gz,,,,,,,,,,,,,
403,CRR877201,WATDE0482-1,PRJCA019636,CRX791260,fastq,CRR877201_f1.fastq.gz (27200738499 bytes),018ce63e434491e6838a2e62928cc044,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877201/CRR877201_f1.fastq.gz,CRR877201_r2.fastq.gz (29067053795 bytes),7c82ec330b46b6a7d8da90a14f38f63a,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877201/CRR877201_r2.fastq.gz,,,,,,,,,,,,,
404,CRR877202,WATDE0482-2,PRJCA019636,CRX791260,fastq,CRR877202_f1.fastq.gz (22337565612 bytes),b3658418a014119af08bb1de45bceaca,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877202/CRR877202_f1.fastq.gz,CRR877202_r2.fastq.gz (24085330534 bytes),78c9b840d72decff10c7eadf71c17391,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877202/CRR877202_r2.fastq.gz,,,,,,,,,,,,,
405,CRR878084,WATDE0928-1,PRJCA019636,CRX791261,fastq,CRR878084_f1.fastq.gz (26444285504 bytes),bdca9339d7ed298a5806a4ac8171a700,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878084/CRR878084_f1.fastq.gz,CRR878084_r2.fastq.gz (27975323884 bytes),93bfe9dc0250e8360acec298b3b84a25,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878084/CRR878084_r2.fastq.gz,,,,,,,,,,,,,
406,CRR878085,WATDE0928-2,PRJCA019636,CRX791261,fastq,CRR878085_f1.fastq.gz (25178534273 bytes),1e61397dcfb1d0324da58bdd98f28977,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878085/CRR878085_f1.fastq.gz,CRR878085_r2.fastq.gz (26246176084 bytes),0777e62161a7bf1cb15c013ac44c7aea,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878085/CRR878085_r2.fastq.gz,,,,,,,,,,,,,
407,CRR878165,WATDE0975-1,PRJCA019636,CRX791262,fastq,CRR878165_f1.fastq.gz (744255415 bytes),f43675063908fe0eff8d3a99cd0fbfd6,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878165/CRR878165_f1.fastq.gz,CRR878165_r2.fastq.gz (792753392 bytes),b48b8c04397e011952527e8933545d40,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878165/CRR878165_r2.fastq.gz,,,,,,,,,,,,,
408,CRR878166,WATDE0975-2,PRJCA019636,CRX791262,fastq,CRR878166_f1.fastq.gz (24398191918 bytes),7197fe355268165341ad15c04215e1e8,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878166/CRR878166_f1.fastq.gz,CRR878166_r2.fastq.gz (25252268268 bytes),2c0ae681d789964f42502d0f892dbb88,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878166/CRR878166_r2.fastq.gz,,,,,,,,,,,,,
409,CRR878167,WATDE0975-3,PRJCA019636,CRX791262,fastq,CRR878167_f1.fastq.gz (22394817351 bytes),6b8ce3fe0fa2b6d9af962fd99e3455ee,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878167/CRR878167_f1.fastq.gz,CRR878167_r2.fastq.gz (23458110966 bytes),f7455d8b9fe16049fb785f9a76cafe84,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878167/CRR878167_r2.fastq.gz,,,,,,,,,,,,,
410,CRR877505,WATDE0643-1,PRJCA019636,CRX791263,fastq,CRR877505_f1.fastq.gz (19916447246 bytes),8434895e82dac9d8be4b13fcce2d4d07,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877505/CRR877505_f1.fastq.gz,CRR877505_r2.fastq.gz (20470083348 bytes),7998504760f9fb73ed8b10dcfd3f02f9,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877505/CRR877505_r2.fastq.gz,,,,,,,,,,,,,
411,CRR877506,WATDE0643-2,PRJCA019636,CRX791263,fastq,CRR877506_f1.fastq.gz (22542744698 bytes),578f54e014ce072d4d52cb8cd2fa03e2,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877506/CRR877506_f1.fastq.gz,CRR877506_r2.fastq.gz (23505598233 bytes),ced1b4b0dc1a7b45a78d8b9831bf3e22,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877506/CRR877506_r2.fastq.gz,,,,,,,,,,,,,
412,CRR877507,WATDE0643-3,PRJCA019636,CRX791263,fastq,CRR877507_f1.fastq.gz (6595358650 bytes),79418376a7effb82caa2ede5a39f0df1,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877507/CRR877507_f1.fastq.gz,CRR877507_r2.fastq.gz (6958740791 bytes),4efc4d27ee87a750f17300e09ced6a3e,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877507/CRR877507_r2.fastq.gz,,,,,,,,,,,,,
413,CRR877508,WATDE0643-4,PRJCA019636,CRX791263,fastq,CRR877508_f1.fastq.gz (1057692274 bytes),8f659d57213a18a4978b5e0e78f6d9cb,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877508/CRR877508_f1.fastq.gz,CRR877508_r2.fastq.gz (1154753023 bytes),65b333f771ac27286506cdd2294429ba,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877508/CRR877508_r2.fastq.gz,,,,,,,,,,,,,
414,CRR877509,WATDE0644-1,PRJCA019636,CRX791264,fastq,CRR877509_f1.fastq.gz (2117548412 bytes),a8cc7d9943dfba545372e799c83df22c,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877509/CRR877509_f1.fastq.gz,CRR877509_r2.fastq.gz (2279089673 bytes),a9f00d708945bf5c9008d4672ca68672,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877509/CRR877509_r2.fastq.gz,,,,,,,,,,,,,
415,CRR877510,WATDE0644-2,PRJCA019636,CRX791264,fastq,CRR877510_f1.fastq.gz (17547195747 bytes),587a770137c5da38fdd11a5c2103f22c,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877510/CRR877510_f1.fastq.gz,CRR877510_r2.fastq.gz (17695306130 bytes),f1172072fea62a79fd703266a54c4d38,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877510/CRR877510_r2.fastq.gz,,,,,,,,,,,,,
416,CRR877511,WATDE0644-3,PRJCA019636,CRX791264,fastq,CRR877511_f1.fastq.gz (22782463745 bytes),7af254ceaeffd527e47086ba2534c34d,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877511/CRR877511_f1.fastq.gz,CRR877511_r2.fastq.gz (23123466408 bytes),b1fd685d2b4b2b9a55202cae9c83c9ca,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877511/CRR877511_r2.fastq.gz,,,,,,,,,,,,,
417,CRR877512,WATDE0644-4,PRJCA019636,CRX791264,fastq,CRR877512_f1.fastq.gz (3769198830 bytes),f89cca5a93ab4d0ff4a7e2d1183837b6,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877512/CRR877512_f1.fastq.gz,CRR877512_r2.fastq.gz (4045125951 bytes),ef56eafa80fcb802ae37f6b8305b8faf,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877512/CRR877512_r2.fastq.gz,,,,,,,,,,,,,
418,CRR877513,WATDE0644-5,PRJCA019636,CRX791264,fastq,CRR877513_f1.fastq.gz (6401074796 bytes),d232686167fe91b083848bb1a95e3e20,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877513/CRR877513_f1.fastq.gz,CRR877513_r2.fastq.gz (6724169427 bytes),4817e1c334d8fb3bae8362bdc55b6319,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877513/CRR877513_r2.fastq.gz,,,,,,,,,,,,,
419,CRR878110,WATDE0945-1,PRJCA019636,CRX791265,fastq,CRR878110_f1.fastq.gz (22180981119 bytes),592073761f938527aaa9c90b469d6d73,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878110/CRR878110_f1.fastq.gz,CRR878110_r2.fastq.gz (23403473763 bytes),1b7d7cdf1a33636ee5029374b01a48cd,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878110/CRR878110_r2.fastq.gz,,,,,,,,,,,,,
420,CRR878111,WATDE0945-2,PRJCA019636,CRX791265,fastq,CRR878111_f1.fastq.gz (3727435943 bytes),2b688bde9f017477a07cd13a42ed2472,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878111/CRR878111_f1.fastq.gz,CRR878111_r2.fastq.gz (3913943167 bytes),79bab9fda460adef4ae6748c76a43574,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878111/CRR878111_r2.fastq.gz,,,,,,,,,,,,,
421,CRR878112,WATDE0945-3,PRJCA019636,CRX791265,fastq,CRR878112_f1.fastq.gz (25095269861 bytes),e16da86d89c745353df8562726639765,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878112/CRR878112_f1.fastq.gz,CRR878112_r2.fastq.gz (26775031323 bytes),4ec6c1849591f44980ee67c4df26d473,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878112/CRR878112_r2.fastq.gz,,,,,,,,,,,,,
422,CRR876395,WATDE0115-1,PRJCA019636,CRX791266,fastq,CRR876395_f1.fastq.gz (25452700693 bytes),b83e42dca311adac46c3268be0046143,ftp://download.big.ac.cn/gsa/CRA012590/CRR876395/CRR876395_f1.fastq.gz,CRR876395_r2.fastq.gz (26803426780 bytes),51bfd5db80dab6dd2fdcdf5a55271ebe,ftp://download.big.ac.cn/gsa/CRA012590/CRR876395/CRR876395_r2.fastq.gz,,,,,,,,,,,,,
423,CRR876396,WATDE0115-2,PRJCA019636,CRX791266,fastq,CRR876396_f1.fastq.gz (23601160368 bytes),dec948ccba7a76e88e521c16f4474e3b,ftp://download.big.ac.cn/gsa/CRA012590/CRR876396/CRR876396_f1.fastq.gz,CRR876396_r2.fastq.gz (24563587327 bytes),4d213f6cb74144fd6ed1f8ead2bf5904,ftp://download.big.ac.cn/gsa/CRA012590/CRR876396/CRR876396_r2.fastq.gz,,,,,,,,,,,,,
